Supplier_Name,Region,Country,Functions,Service,Avg_Cost,Rating,Average_Delivery_Time,Number_of_Escalations,Years,Resources
Infosys,PQ,Australia,NULL,S2,100000,90,210,35,2017,7000
Capgemini,XY,Canada,consulting,S5,165000,97,270,35,2018,3000
Infosys,AB,Australia,administration,S7,200000,80,180,40,2022,7000
HCL,XY,US,consulting,S5,200000,95,135,30,2016,10000
HCL,XX,Germany,consulting,S1,125000,95,150,15,2020,8000
Infosys,NN,US,NULL,S2,125000,74,150,15,2022,6000
TATA,NULL,India,ITandInfrastructure,S3,175000,90,210,25,2019,4000
Wipro,AB,Japan,consulting,S4,200000,77,100,15,2017,10000
Genpact,XY,UK,NULL,NULL,150000,74,150,20,2018,3000
Accenture,AB,UK,HR,NULL,125000,86,120,35,2016,9000
Genpact,BC,Germany,ITandInfrastructure,S4,175000,90,180,30,2018,5000
Zogho,NULL,Canada,Finance,S4,100000,77,120,40,2021,8000
Wipro,XX,US,NULL,S6,150000,73,270,50,2016,6000
HCL,AB,UK,RandD,S7,165000,99,210,25,2019,5000
Infosys,LM,France,administration,S4,165000,71,270,45,2022,7000
Infosys,AB,UK,Finance,S3,150000,88,120,35,2022,10000
IBM,NULL,Germany,testing,S7,200000,90,135,25,2020,3000
Zogho,PQ,US,ITandInfrastructure,S7,200000,95,100,20,2016,5000
Infosys,PQ,Germany,HR,NULL,200000,81,180,35,2019,10000
Infosys,NN,India,consulting,S4,150000,94,210,50,2021,6000
IBM,LM,France,ITandInfrastructure,S1,200000,93,135,20,2020,8000
TATA,BC,UAE,consulting,S7,125000,85,120,30,2016,8000
TATA,LM,Australia,NULL,S3,200000,100,270,25,2021,9000
HCL,BC,US,NULL,S6,200000,73,270,45,2021,7000
Capgemini,XX,France,consulting,NULL,125000,81,210,50,2018,10000
Genpact,XX,UK,RandD,NULL,125000,88,100,20,2016,6000
TATA,XY,Canada,RandD,S4,175000,73,180,15,2018,6000
Oracle,NN,France,HR,S5,150000,98,100,30,2019,9000
Accenture,XY,US,consulting,S4,115000,100,100,15,2022,7000
Capgemini,PQ,Canada,consulting,S1,100000,81,120,30,2018,6000
Accenture,BC,Canada,consulting,S4,115000,76,135,20,2022,9000
Capgemini,XX,India,administration,S3,115000,98,180,35,2021,6000
HCL,XX,UK,NULL,S2,200000,79,150,40,2018,3000
Genpact,XX,India,NULL,S5,150000,95,150,40,2021,9000
Oracle,AB,France,HR,NULL,200000,87,180,20,2016,5000
Oracle,XX,Canada,testing,S3,200000,72,180,45,2016,9000
Genpact,PQ,France,administration,S6,100000,90,180,30,2019,8000
TATA,AB,Germany,testing,S1,100000,100,150,35,2019,4000
IBM,PQ,Australia,consulting,S5,175000,98,210,40,2021,8000
Accenture,AB,UAE,administration,S6,125000,70,120,15,2019,6000
Wipro,PQ,UAE,administration,S7,125000,84,210,25,2016,5000
Oracle,NULL,Germany,RandD,S2,200000,79,135,25,2019,7000
Zogho,NN,Germany,NULL,S1,150000,99,210,20,2021,8000
Capgemini,BC,Japan,administration,S6,100000,92,270,35,2016,10000
Genpact,XY,UAE,administration,S2,150000,93,100,25,2022,8000
Oracle,BC,France,consulting,S3,175000,72,135,20,2016,5000
Oracle,LM,UK,HR,S3,165000,90,120,45,2019,3000
IBM,XY,Japan,RandD,S4,100000,100,100,25,2019,9000
Zogho,LM,Australia,administration,S4,165000,72,120,45,2022,10000
TATA,LM,Japan,NULL,S2,200000,99,150,40,2019,8000
Accenture,AB,US,Finance,S1,115000,71,180,15,2019,7000
Oracle,BC,UK,Finance,S4,100000,71,120,50,2021,9000
Oracle,AB,Germany,NULL,S1,115000,90,270,20,2017,7000
IBM,LM,France,testing,S6,100000,70,210,45,2021,3000
Zogho,AB,UAE,consulting,S2,125000,81,120,15,2016,4000
TATA,XY,India,administration,S1,165000,89,210,25,2021,7000
Infosys,BC,UK,testing,S5,100000,90,210,35,2021,8000
Wipro,XY,Japan,Finance,S3,125000,78,270,25,2022,5000
IBM,AB,UK,Finance,S6,125000,82,180,20,2019,3000
TATA,NULL,US,Finance,S7,100000,70,135,45,2022,5000
Wipro,PQ,France,administration,S7,175000,74,270,20,2017,10000
IBM,NULL,Germany,HR,S3,115000,84,180,50,2021,10000
Oracle,LM,Canada,RandD,NULL,150000,99,210,20,2017,6000
Infosys,BC,UAE,consulting,S7,115000,71,270,35,2022,5000
Oracle,NN,Australia,testing,NULL,115000,73,120,40,2016,8000
IBM,XX,India,NULL,S3,100000,80,180,40,2016,10000
Oracle,LM,Australia,RandD,S3,100000,73,120,45,2018,3000
Accenture,PQ,Japan,consulting,S7,150000,97,135,35,2021,9000
Oracle,PQ,Australia,RandD,S7,200000,88,180,20,2022,3000
Wipro,BC,Germany,testing,S6,100000,90,100,45,2021,8000
Capgemini,XX,UAE,HR,S2,175000,71,120,15,2016,3000
TATA,PQ,UK,NULL,S2,150000,87,120,35,2021,9000
HCL,PQ,US,Finance,S2,115000,81,135,15,2021,5000
Zogho,XY,France,administration,S6,175000,82,180,25,2022,10000
Accenture,PQ,US,Finance,S4,100000,74,210,25,2022,6000
HCL,AB,Canada,consulting,S7,125000,73,150,40,2022,8000
Oracle,XY,Canada,testing,S1,150000,82,135,30,2016,9000
Capgemini,AB,Japan,NULL,S3,115000,87,100,30,2019,3000
IBM,NN,UAE,testing,S2,125000,96,135,50,2018,3000
Accenture,NN,Japan,testing,S1,100000,88,100,35,2019,9000
HCL,XX,France,HR,S3,150000,96,180,40,2022,4000
Oracle,AB,Australia,consulting,NULL,100000,74,180,25,2022,4000
Genpact,XX,Australia,consulting,S4,100000,70,210,35,2017,6000
Accenture,BC,Australia,RandD,S7,165000,97,270,50,2019,4000
HCL,LM,US,NULL,NULL,100000,93,150,20,2022,6000
TATA,XY,Canada,NULL,S4,115000,89,135,35,2021,9000
Oracle,NULL,Canada,NULL,S6,125000,100,120,45,2017,10000
Capgemini,XY,Germany,NULL,S6,100000,87,150,25,2016,7000
Oracle,PQ,Australia,Finance,S1,200000,80,210,20,2018,10000
TATA,PQ,US,testing,S7,100000,80,270,25,2018,9000
Accenture,NN,Australia,administration,S2,200000,79,180,35,2022,7000
Accenture,BC,Japan,testing,S4,100000,80,150,50,2019,6000
Infosys,LM,India,consulting,S6,125000,92,270,20,2020,3000
Infosys,XX,Australia,ITandInfrastructure,NULL,175000,99,120,35,2022,10000
Zogho,LM,UAE,RandD,S5,125000,74,150,40,2020,3000
HCL,NULL,UAE,Finance,S2,115000,72,150,15,2018,9000
Genpact,BC,UAE,consulting,S7,150000,81,100,35,2016,3000
TATA,BC,Japan,RandD,NULL,165000,91,180,25,2022,7000
TATA,LM,UAE,ITandInfrastructure,S3,200000,79,270,20,2016,6000
Zogho,NULL,UAE,testing,S3,115000,73,210,25,2019,6000
TATA,XY,Germany,Finance,S3,125000,71,120,30,2017,4000
Genpact,NN,Japan,RandD,S7,200000,82,100,45,2018,4000
TATA,XY,Japan,RandD,S3,125000,75,210,50,2017,6000
Accenture,NULL,India,administration,S5,150000,79,180,35,2019,4000
Infosys,NN,Japan,consulting,S1,200000,94,150,30,2018,5000
Oracle,PQ,France,testing,S1,150000,86,270,20,2021,9000
Oracle,AB,UAE,HR,S1,175000,97,270,45,2017,10000
TATA,XX,Japan,NULL,S2,100000,80,180,35,2019,5000
IBM,XX,Japan,RandD,S5,150000,80,180,30,2016,7000
Accenture,LM,Australia,ITandInfrastructure,S6,125000,70,150,40,2021,9000
Infosys,BC,Australia,consulting,NULL,150000,70,150,35,2022,3000
Infosys,NN,UK,administration,S3,115000,81,135,35,2022,3000
Wipro,NN,India,administration,S5,200000,90,135,25,2018,6000
Zogho,XX,France,NULL,S5,175000,78,100,15,2021,4000
Zogho,NN,France,testing,NULL,100000,93,150,40,2018,6000
Capgemini,XX,UAE,administration,S7,150000,83,180,45,2017,3000
Genpact,NULL,Canada,testing,S2,125000,72,180,35,2021,9000
Capgemini,NN,Germany,consulting,S5,150000,99,150,25,2016,9000
Accenture,NULL,Australia,NULL,S4,115000,88,270,40,2017,9000
Capgemini,XX,Canada,Finance,S6,125000,76,270,40,2021,5000
Genpact,NULL,Germany,ITandInfrastructure,S5,125000,93,100,20,2020,3000
Genpact,AB,UK,testing,S6,165000,93,135,30,2021,7000
Infosys,LM,Australia,testing,S4,125000,85,135,35,2021,4000
Oracle,NN,Germany,Finance,S5,165000,93,210,50,2019,3000
Oracle,XY,Japan,testing,S5,125000,86,270,45,2021,10000
Wipro,BC,India,consulting,NULL,100000,97,120,35,2016,8000
Zogho,LM,Germany,administration,S1,200000,91,210,40,2018,6000
TATA,XX,Germany,Finance,S1,175000,70,180,20,2019,9000
HCL,XX,Australia,RandD,S7,115000,99,135,25,2016,4000
TATA,XX,UK,HR,S7,200000,81,120,20,2016,5000
Accenture,PQ,Australia,ITandInfrastructure,S4,100000,70,120,15,2021,8000
Wipro,XY,Japan,HR,S4,200000,94,150,20,2016,3000
TATA,PQ,UAE,testing,S3,165000,84,100,15,2019,8000
Capgemini,PQ,Canada,consulting,S7,100000,97,100,35,2017,6000
TATA,PQ,Germany,ITandInfrastructure,NULL,100000,90,135,20,2018,6000
Wipro,NULL,France,Finance,S1,150000,71,150,15,2020,8000
HCL,LM,US,testing,S5,100000,82,120,20,2016,9000
Genpact,AB,Germany,ITandInfrastructure,S5,200000,99,150,50,2017,3000
Genpact,XX,India,testing,S1,200000,83,120,15,2016,5000
Accenture,AB,UK,Finance,S3,100000,95,135,20,2019,6000
Oracle,AB,Germany,consulting,S5,175000,71,135,25,2019,5000
Wipro,NN,UAE,RandD,S6,165000,70,135,25,2017,3000
Oracle,PQ,France,Finance,S4,200000,94,100,20,2020,5000
TATA,NULL,US,HR,S7,125000,81,120,25,2016,6000
Oracle,PQ,France,administration,S7,100000,89,150,35,2016,9000
Accenture,BC,Japan,consulting,S2,165000,90,100,25,2022,10000
Wipro,PQ,India,ITandInfrastructure,S6,165000,85,180,35,2016,9000
Accenture,NULL,Germany,testing,S5,175000,79,180,45,2019,7000
Oracle,LM,Germany,consulting,S2,100000,95,270,30,2016,3000
Oracle,BC,Germany,administration,S3,100000,78,120,25,2019,4000
IBM,NN,Germany,administration,NULL,165000,89,135,40,2022,8000
HCL,BC,Australia,HR,S1,200000,99,180,35,2022,6000
Wipro,XX,US,consulting,NULL,115000,87,100,20,2017,3000
TATA,BC,UK,administration,S4,165000,87,210,45,2018,4000
Wipro,AB,US,Finance,S5,100000,81,100,45,2017,8000
Accenture,XX,UAE,ITandInfrastructure,S1,175000,76,210,40,2016,4000
Accenture,AB,France,administration,S2,115000,97,150,20,2021,6000
Zogho,NULL,France,NULL,S3,165000,96,100,40,2022,6000
Infosys,NULL,UK,ITandInfrastructure,S6,150000,81,135,25,2022,8000
HCL,XY,France,RandD,S3,165000,75,100,20,2018,4000
Genpact,BC,France,ITandInfrastructure,S2,200000,87,270,15,2018,8000
Infosys,BC,UAE,Finance,S2,115000,80,120,15,2019,3000
Accenture,BC,Australia,NULL,NULL,125000,80,135,50,2016,4000
HCL,PQ,Australia,Finance,NULL,165000,97,135,35,2016,8000
Infosys,PQ,UAE,HR,S3,100000,72,210,25,2021,7000
Accenture,AB,India,Finance,S1,200000,71,120,20,2018,6000
Wipro,NULL,Canada,Finance,S1,150000,85,270,15,2017,4000
Infosys,NN,US,testing,S2,125000,72,100,35,2016,5000
Zogho,LM,Canada,ITandInfrastructure,S4,165000,94,210,15,2018,5000
Oracle,AB,Canada,RandD,S3,200000,73,210,35,2017,5000
Capgemini,XY,UAE,Finance,S6,100000,82,135,20,2019,3000
Genpact,NN,Canada,ITandInfrastructure,S2,115000,74,120,50,2019,6000
TATA,XX,UAE,NULL,S1,175000,72,120,30,2017,3000
Infosys,PQ,India,consulting,S5,125000,76,270,20,2022,7000
Capgemini,LM,Japan,administration,S4,165000,76,150,35,2018,5000
Infosys,NN,Germany,Finance,S6,150000,87,270,45,2018,10000
Infosys,BC,Canada,Finance,S5,115000,95,180,40,2016,7000
HCL,XX,France,NULL,S3,115000,72,150,20,2017,3000
Genpact,NULL,UAE,ITandInfrastructure,S3,175000,77,180,15,2021,10000
Zogho,XX,France,NULL,S3,115000,77,150,45,2021,10000
Genpact,XY,France,consulting,S3,165000,75,100,40,2020,6000
HCL,NULL,US,HR,S2,100000,81,120,20,2017,10000
Wipro,LM,India,NULL,S6,200000,79,135,45,2018,8000
Oracle,XY,Japan,RandD,S6,115000,100,135,35,2016,4000
TATA,BC,US,HR,S5,100000,100,100,30,2017,4000
Capgemini,BC,France,RandD,S6,100000,76,270,40,2016,10000
Infosys,LM,France,Finance,S3,200000,93,210,40,2019,3000
Genpact,XY,Canada,HR,S2,165000,91,100,50,2018,9000
Zogho,NULL,France,RandD,S2,150000,74,100,35,2018,6000
Accenture,XY,US,administration,S6,150000,82,150,15,2020,5000
Genpact,XX,UK,Finance,S3,125000,70,135,45,2016,5000
Zogho,XX,US,HR,S2,125000,75,150,50,2020,9000
Zogho,BC,UK,ITandInfrastructure,S7,175000,82,270,20,2022,6000
IBM,PQ,UK,consulting,S2,125000,78,135,35,2019,3000
Infosys,PQ,Japan,NULL,S3,200000,75,100,45,2019,6000
Zogho,AB,US,HR,S1,125000,97,120,30,2020,5000
HCL,LM,Australia,ITandInfrastructure,NULL,150000,71,210,15,2019,6000
TATA,BC,Germany,NULL,S3,100000,82,100,40,2016,4000
Zogho,PQ,Japan,administration,NULL,165000,92,120,35,2019,6000
IBM,NULL,Canada,Finance,S2,150000,90,270,50,2022,5000
Genpact,BC,Germany,NULL,S6,150000,78,270,25,2021,9000
TATA,PQ,Canada,consulting,S2,175000,96,270,50,2016,8000
HCL,PQ,France,HR,S3,150000,88,150,20,2021,4000
Wipro,AB,Australia,RandD,S1,125000,76,270,45,2017,4000
Zogho,NN,Germany,ITandInfrastructure,S7,175000,74,210,20,2017,6000
Zogho,PQ,Australia,testing,S1,125000,89,210,20,2022,6000
Accenture,BC,France,Finance,S3,165000,99,150,15,2020,7000
Accenture,XX,Japan,consulting,S7,125000,97,150,45,2021,4000
TATA,NULL,France,NULL,S4,200000,70,150,30,2020,5000
IBM,BC,Australia,NULL,S1,100000,79,135,40,2021,7000
IBM,NN,Germany,Finance,S1,115000,92,135,15,2016,6000
Wipro,NN,Canada,Finance,NULL,200000,82,150,15,2021,9000
Zogho,XX,Australia,NULL,NULL,165000,85,180,15,2021,9000
Oracle,AB,Canada,ITandInfrastructure,S7,115000,73,100,35,2016,7000
Accenture,NN,India,Finance,S3,100000,90,150,20,2018,3000
IBM,AB,Japan,testing,S3,125000,76,270,25,2018,4000
Capgemini,XY,UK,consulting,S1,100000,86,270,40,2021,7000
Wipro,XX,US,Finance,S7,200000,73,120,50,2017,5000
Infosys,XX,Japan,administration,S2,200000,76,270,35,2017,10000
TATA,BC,France,testing,NULL,125000,78,150,25,2017,10000
TATA,BC,UAE,testing,S3,175000,86,210,25,2020,6000
Accenture,NULL,Australia,RandD,S4,100000,92,150,50,2017,6000
Zogho,NN,Germany,ITandInfrastructure,S4,100000,81,100,40,2018,10000
HCL,AB,Canada,consulting,NULL,125000,85,100,45,2018,6000
Zogho,LM,UAE,HR,S6,100000,94,100,20,2016,10000
Oracle,AB,France,consulting,S1,150000,93,210,15,2021,3000
Zogho,AB,UAE,Finance,NULL,125000,94,150,35,2019,10000
Infosys,AB,India,NULL,NULL,165000,72,100,30,2020,6000
TATA,LM,France,NULL,S5,175000,86,210,45,2017,10000
Genpact,AB,Japan,administration,NULL,115000,95,120,45,2021,9000
Capgemini,LM,Canada,RandD,S4,115000,86,150,15,2017,9000
Zogho,PQ,UAE,administration,S6,125000,82,270,20,2021,9000
HCL,BC,US,testing,S1,115000,89,150,45,2018,6000
Capgemini,NN,India,consulting,S4,125000,77,120,25,2017,7000
Accenture,XY,Germany,HR,S4,125000,99,100,40,2019,10000
Oracle,AB,Canada,consulting,S3,175000,81,135,20,2016,6000
Oracle,NN,Germany,RandD,S2,125000,82,150,20,2019,8000
HCL,XY,Australia,testing,S7,125000,79,270,35,2021,8000
Oracle,NULL,Australia,RandD,S1,115000,89,135,20,2022,5000
Infosys,NN,Canada,administration,S1,115000,77,120,20,2019,6000
Zogho,PQ,UK,Finance,NULL,115000,95,120,30,2018,10000
Infosys,XY,India,RandD,S5,115000,96,210,40,2016,3000
Zogho,AB,France,RandD,S1,100000,98,100,15,2021,3000
Zogho,BC,France,Finance,S6,100000,79,100,30,2021,8000
Capgemini,NN,UAE,NULL,S5,115000,70,270,15,2019,3000
IBM,PQ,Germany,ITandInfrastructure,S2,165000,75,120,35,2020,3000
Wipro,XY,US,testing,S6,200000,90,100,45,2019,8000
Genpact,PQ,UK,NULL,NULL,100000,92,180,30,2020,5000
Wipro,NN,UK,Finance,S6,115000,82,120,20,2018,10000
Zogho,NN,France,HR,S6,200000,95,135,25,2017,10000
TATA,NN,Australia,RandD,S7,150000,86,180,45,2021,8000
Accenture,AB,Canada,ITandInfrastructure,S6,150000,76,100,15,2021,4000
Genpact,XX,UAE,ITandInfrastructure,S5,150000,88,150,50,2022,6000
Genpact,AB,UAE,RandD,S3,125000,96,180,20,2019,8000
Genpact,PQ,US,consulting,S2,150000,79,180,50,2019,10000
Capgemini,NN,France,administration,S3,125000,74,120,45,2019,3000
Zogho,XY,US,Finance,S2,175000,100,180,15,2019,9000
Capgemini,AB,UK,Finance,S2,125000,79,135,45,2021,4000
Accenture,PQ,Canada,ITandInfrastructure,S7,150000,83,270,35,2018,7000
Genpact,NULL,Australia,Finance,S5,125000,84,270,35,2018,8000
Infosys,PQ,Australia,administration,NULL,200000,83,210,50,2017,3000
Capgemini,NULL,Japan,consulting,S4,100000,75,210,50,2021,3000
Oracle,XX,Germany,administration,S2,125000,76,270,40,2020,4000
Accenture,XX,UAE,consulting,S2,100000,76,100,25,2018,9000
Oracle,AB,Germany,Finance,S2,115000,95,120,20,2018,5000
TATA,XX,Germany,ITandInfrastructure,NULL,165000,80,100,50,2016,9000
IBM,PQ,UK,Finance,S1,150000,94,270,45,2022,6000
Genpact,PQ,India,RandD,S7,175000,86,100,30,2016,7000
Infosys,PQ,UAE,HR,S3,200000,98,150,45,2017,7000
HCL,AB,France,HR,S3,200000,93,150,35,2016,10000
Wipro,XX,UAE,Finance,S3,115000,73,135,35,2019,8000
Genpact,BC,Germany,administration,S7,175000,98,210,15,2022,6000
Accenture,NULL,UK,consulting,NULL,100000,89,120,20,2021,6000
HCL,NULL,US,administration,S6,175000,97,135,40,2022,9000
HCL,NN,US,RandD,S5,200000,81,210,35,2022,3000
Capgemini,AB,UK,consulting,S1,125000,100,150,20,2018,10000
HCL,AB,France,testing,S6,125000,82,120,35,2016,6000
Capgemini,PQ,UK,Finance,S1,165000,76,100,40,2020,7000
Wipro,NULL,Germany,NULL,S3,165000,71,100,40,2022,9000
IBM,PQ,Japan,administration,NULL,200000,94,100,30,2022,9000
Accenture,AB,Germany,testing,S6,100000,74,270,40,2022,9000
TATA,NULL,UK,consulting,S6,100000,98,135,20,2017,8000
Genpact,LM,India,Finance,S4,125000,95,120,40,2021,6000
IBM,LM,India,testing,S3,115000,82,135,25,2017,8000
Zogho,XX,Germany,NULL,S5,150000,79,120,25,2017,4000
Accenture,XX,UK,Finance,NULL,125000,95,210,20,2017,4000
Infosys,BC,UAE,testing,S1,100000,80,210,15,2019,7000
IBM,AB,UAE,HR,S6,100000,97,150,50,2017,10000
IBM,NN,US,Finance,S3,100000,90,210,45,2021,4000
HCL,BC,India,consulting,S2,115000,78,270,30,2021,5000
Accenture,AB,Australia,ITandInfrastructure,S5,150000,89,180,30,2021,6000
TATA,AB,UAE,consulting,S6,100000,70,135,50,2022,4000
Capgemini,NULL,US,consulting,S6,115000,72,270,15,2019,4000
Zogho,PQ,US,HR,S7,150000,87,135,40,2020,10000
Oracle,AB,US,ITandInfrastructure,S4,100000,84,210,50,2020,9000
HCL,XY,US,administration,S2,115000,77,120,40,2021,3000
Wipro,XY,UAE,RandD,S5,115000,92,210,30,2016,3000
Infosys,PQ,France,consulting,S2,165000,81,180,40,2017,8000
Zogho,XY,US,administration,S3,100000,78,100,25,2019,8000
TATA,NULL,India,NULL,S7,115000,96,135,50,2022,6000
IBM,NN,Japan,Finance,S7,125000,83,210,40,2022,8000
IBM,NN,UAE,consulting,S7,150000,73,270,50,2021,7000
Infosys,AB,UAE,NULL,S7,125000,87,210,30,2021,8000
Oracle,XY,UAE,consulting,S2,100000,95,120,40,2018,7000
Oracle,BC,Japan,ITandInfrastructure,S3,200000,100,180,15,2018,6000
Zogho,NN,Australia,ITandInfrastructure,S1,200000,75,150,40,2022,5000
Oracle,NN,Canada,NULL,S1,165000,86,100,25,2018,4000
Zogho,XX,Japan,testing,S5,125000,72,180,35,2017,3000
Zogho,XY,France,Finance,S6,150000,73,270,30,2020,9000
HCL,LM,UK,administration,S1,100000,99,210,15,2019,7000
Accenture,AB,France,HR,S6,115000,71,150,20,2019,4000
IBM,NN,France,testing,S6,115000,73,210,15,2020,10000
Zogho,NULL,India,NULL,NULL,165000,82,100,45,2017,3000
Capgemini,BC,Australia,NULL,NULL,150000,96,210,30,2022,7000
TATA,BC,France,testing,S3,115000,84,120,15,2019,10000
Infosys,LM,UK,consulting,S2,125000,71,100,15,2020,10000
Infosys,AB,Australia,administration,S5,100000,77,135,30,2021,10000
IBM,AB,UAE,consulting,NULL,125000,98,180,40,2020,3000
HCL,NN,Australia,consulting,NULL,125000,99,180,45,2019,9000
Wipro,AB,Canada,ITandInfrastructure,NULL,165000,72,150,30,2019,3000
Zogho,NULL,Japan,testing,S6,175000,85,150,15,2022,4000
Zogho,AB,Australia,NULL,NULL,115000,75,120,45,2018,8000
Capgemini,XX,France,testing,S7,115000,94,135,40,2016,6000
Infosys,BC,India,ITandInfrastructure,S7,150000,88,135,20,2021,5000
Zogho,XX,Australia,Finance,S3,115000,89,150,15,2021,6000
Genpact,NULL,UAE,administration,S7,165000,90,150,30,2020,9000
Infosys,XX,Australia,testing,S6,125000,81,210,40,2016,10000
Zogho,LM,UK,NULL,S5,175000,79,135,35,2019,10000
Genpact,NULL,France,administration,S4,165000,80,135,50,2020,10000
Infosys,AB,Japan,administration,S5,125000,76,135,50,2019,6000
TATA,PQ,Canada,testing,S4,125000,92,270,35,2022,5000
Infosys,LM,Canada,Finance,S4,100000,77,135,35,2021,10000
Accenture,LM,US,consulting,S7,175000,95,180,40,2016,3000
Genpact,LM,India,testing,S5,200000,90,135,45,2021,5000
Genpact,PQ,France,consulting,S6,100000,71,150,40,2019,4000
HCL,AB,Germany,testing,S3,175000,82,135,35,2018,6000
Wipro,XX,UAE,testing,S4,125000,74,120,50,2016,5000
TATA,XY,UAE,HR,S2,125000,94,150,30,2017,4000
TATA,LM,Canada,RandD,S3,100000,93,150,40,2018,9000
Genpact,PQ,UAE,HR,S2,175000,70,150,30,2022,3000
Accenture,XY,India,RandD,S1,200000,96,100,50,2020,7000
Oracle,XX,Germany,NULL,NULL,115000,100,150,30,2022,9000
IBM,BC,US,HR,S1,175000,85,210,30,2021,4000
Wipro,AB,Germany,Finance,S2,200000,87,150,40,2018,6000
Genpact,BC,UK,Finance,NULL,100000,86,210,20,2018,5000
Genpact,AB,Australia,consulting,S3,125000,87,135,50,2017,3000
Infosys,XY,UAE,NULL,S2,115000,75,180,40,2022,10000
Infosys,LM,US,testing,S4,125000,84,270,30,2019,3000
Capgemini,LM,UAE,ITandInfrastructure,S3,115000,91,150,45,2018,5000
Accenture,AB,Japan,testing,NULL,175000,77,100,30,2016,4000
Infosys,XX,India,testing,S6,125000,93,120,40,2020,7000
Infosys,PQ,France,HR,S5,100000,70,120,20,2021,8000
HCL,NULL,France,testing,S7,125000,81,270,35,2016,10000
Wipro,XX,UAE,RandD,S6,100000,71,100,35,2020,3000
Genpact,XX,UAE,RandD,NULL,125000,73,100,50,2020,9000
Genpact,XY,Japan,Finance,S7,100000,96,270,50,2018,3000
IBM,NN,UK,administration,S4,175000,86,150,25,2019,5000
Genpact,NULL,Japan,Finance,S4,175000,70,120,25,2018,4000
Oracle,NN,France,testing,S3,175000,72,270,15,2022,6000
Zogho,PQ,Australia,consulting,S2,125000,76,100,25,2021,3000
HCL,XY,India,consulting,S7,200000,95,135,15,2018,10000
Zogho,LM,Australia,testing,S2,175000,99,270,25,2018,10000
Capgemini,XY,UK,HR,S7,115000,72,120,50,2020,6000
Capgemini,BC,US,HR,S1,100000,93,180,35,2022,3000
Infosys,XY,Germany,HR,S7,165000,82,100,40,2016,9000
IBM,XX,Germany,NULL,S4,100000,85,100,30,2016,8000
Oracle,NULL,Australia,Finance,S5,150000,87,150,40,2021,4000
Infosys,NULL,Australia,RandD,S5,115000,99,100,25,2019,5000
Infosys,AB,US,NULL,S4,100000,76,180,35,2020,4000
Accenture,BC,France,NULL,S1,200000,79,270,25,2021,7000
HCL,NULL,UK,administration,S1,150000,76,135,25,2022,6000
Wipro,NULL,US,HR,S1,175000,93,210,50,2018,7000
Genpact,LM,US,RandD,S4,165000,72,180,30,2022,5000
Infosys,AB,France,ITandInfrastructure,S1,165000,91,210,45,2016,9000
Infosys,XX,UK,testing,S3,150000,85,120,40,2022,5000
HCL,XX,Australia,Finance,S6,150000,80,120,40,2017,7000
Oracle,PQ,Germany,NULL,S4,115000,85,120,35,2021,8000
Wipro,LM,Japan,HR,NULL,175000,99,180,25,2016,5000
Genpact,XX,US,NULL,S6,125000,92,100,35,2018,3000
HCL,BC,Canada,administration,S4,100000,89,100,50,2019,10000
Oracle,XY,Australia,RandD,S4,115000,71,120,25,2021,4000
Accenture,XX,US,RandD,S4,165000,84,270,45,2018,8000
IBM,LM,India,HR,S6,150000,82,100,45,2019,4000
Zogho,AB,Australia,RandD,S3,125000,95,135,20,2019,9000
Accenture,PQ,Australia,ITandInfrastructure,NULL,115000,83,210,30,2019,8000
HCL,AB,US,consulting,NULL,165000,92,210,45,2016,9000
Infosys,XY,UAE,consulting,S5,125000,81,135,35,2018,6000
Infosys,PQ,Germany,administration,S2,100000,87,100,45,2018,9000
Accenture,XY,Japan,RandD,S4,125000,97,210,15,2022,9000
Wipro,AB,UAE,testing,NULL,100000,90,100,40,2021,5000
Wipro,XY,Canada,Finance,S6,200000,86,210,45,2017,10000
Infosys,NN,India,RandD,S6,125000,82,135,20,2017,10000
Capgemini,PQ,US,NULL,NULL,150000,92,210,50,2016,8000
IBM,AB,Canada,NULL,S7,125000,96,210,40,2017,4000
Accenture,NN,US,consulting,S4,150000,79,210,30,2017,3000
Zogho,XX,UAE,Finance,S5,100000,95,270,35,2022,10000
Oracle,PQ,Japan,consulting,S2,150000,81,120,50,2017,4000
Oracle,NULL,India,consulting,NULL,175000,82,150,25,2020,4000
Genpact,NULL,Japan,ITandInfrastructure,S4,165000,91,150,40,2022,4000
Genpact,AB,Canada,RandD,S4,125000,78,100,15,2017,3000
Capgemini,NN,France,HR,S3,175000,79,210,50,2021,10000
Wipro,LM,India,ITandInfrastructure,S5,150000,86,180,30,2022,10000
TATA,XX,India,consulting,S6,125000,82,270,20,2020,6000
Capgemini,NULL,Germany,consulting,S6,100000,97,270,40,2018,7000
Wipro,XX,Germany,consulting,S3,100000,86,180,50,2018,7000
TATA,XY,India,Finance,S3,100000,77,100,25,2019,8000
Zogho,XY,Canada,NULL,S4,115000,99,100,15,2018,10000
Capgemini,NN,Australia,ITandInfrastructure,S5,200000,86,270,50,2017,9000
Infosys,XX,India,consulting,S5,125000,73,135,35,2018,7000
Wipro,PQ,Japan,NULL,NULL,100000,84,210,35,2021,7000
TATA,NN,Canada,ITandInfrastructure,S2,165000,81,180,20,2020,10000
Accenture,PQ,Japan,NULL,S5,115000,90,150,35,2022,4000
Infosys,PQ,Canada,Finance,S7,200000,88,210,50,2020,10000
